tag,prev_tag_sheet,sp_code,height1,height2,height_method,dbh1,dbh2,dbh_hom,dbh_method,cii,canopy_pos,survival_status,deathdam_status,deathdam_mode,living_length,pct_crown,pct_leaves,degrees_leaning,leaf_damage,wounded_trunk,comment,row_date,crossed_out,unclear_field,unclear_flags
8079,NA,ABLA,17.1,17.2,H,29.7,-,0,T,4,C,A,S,10% red,-,100,80,-,Y,1,,2026-08-06,,,
8080,NA,ABLA,1.7,-,T,0.6,0.7,0,C,1,S,A,L,10% red,1.7,50,70,20,Y,2,2 leaders - 1 dead; tallest point dead,2026-08-06,,,
8081,NA,PIEN,13.7,13.9,T,20.3,-,0,T,3,I,A,L,10% red,-,100,90,10,Y,2,,2026-08-06,,height_method,Height_Method is T but two heights were recorded (H expected) - confirm
8082,NA,PICO,22.3,22.5,H,40.7,-,0,T,5,D,A,S,"Sap, broom 50% yellow",-,100,80,-,Y,3,,2026-08-06,,,
8083,NA,PICO,20.9,21.2,H,32.4,-,0,T,4,C,A,S,10% red,-,80,90,-,Y,2,,2026-08-06,,,
8084,NA,PIEN,23.8,24.3,H,32.4,-,0,T,5,C,A,S,"10% red, brooming",-,100,80,-,Y,-,,2026-08-06,,,
8085,NA,ABLA,1.8,-,T,1.6,1.6,0,C,1,S,A,S,BW,-,100,90,-,Y,1,,2026-08-06,,,
8086,NA,ABLA,3.5,-,T,4.6,4.6,0,C,2,S,A,S,BW,-,100,90,-,Y,-,,2026-08-06,,,
8087,NA,ABLA,2.4,-,T,1.9,1.8,0,C,1,S,A,S,BW 10% red,-,100,90,-,Y,-,,2026-08-06,,,
8088,NA,PIEN,7.4,7.6,H,15.9,-,0,T,2,I,A,S,Sap 10% red,-,70,80,-,Y,3,,2026-08-06,,,
8089,NA,ABLA,1.7,-,T,1.1,1.2,0,C,1,S,A,S,"10% yellow, BW",-,90,80,-,Y,2,,2026-08-06,,,
8090,NA,ABLA,10.5,10.8,H,12.9,-,0,T,3,I,A,S,"10% red, BW",-,100,90,-,Y,-,,2026-08-06,,,
8091,NA,PIEN,3.3,-,T,8.2,-,0,T,2,S,A,S,BW,-,100,90,-,Y,-,,2026-08-06,,,
8092,NA,PIEN,24.3,24.7,H,48.9,-,0,T,5,C,A,S,BW,-,100,90,-,Y,2,,2026-08-06,,,
8093,NA,PIEN,4.8,4.9,H,13.6,-,0,T,3,I,A,L,BW,-,80,80,20,Y,3,dead tree fell on it,2026-08-06,,,
8094,NA,PIEN,19.7,20.1,H,27.9,-,0,T,4,C,D,S/B,,-,0,0,-,-,1,,2026-08-06,,,
8095,NA,PIEN,22.4,22.7,H,36.9,-,0,T,4,C,D,S,,-,0,0,-,-,-,,2026-08-06,,,
8096,NA,PIEN,21.6,21.8,H,47.9,-,0,T,5,C,A,S,BW,20.5/20.6,80,80,-,Y,1,dead at top,2026-08-06,,living_length,two living-length values circled together (20.5 / 20.6) - kept both
8097,NA,ABLA,5.7,6.0,H,9.1,-,0,T,1,S,A,S,BW,-,100,90,-,Y,-,,2026-08-06,,,
8098,NA,ABLA,6.6,6.7,H,9.8,-,0,T,1,S,OK,S,,-,100,100,-,N,-,,2026-08-06,,,
8099,NA,ABLA,3.0,-,T,4.3,4.0,0,C,1,S,A,L,BW,-,100,90,10,Y,-,,2026-08-06,,,
8100,NA,ABLA,3.5,-,T,5.0,5.1,0,C,2,S,A,S,BW,-,100,90,-,Y,-,,2026-08-06,,,
8101,NA,ABLA,3.3,-,T,5.3,7.3,0,C,2,S,A,L,BW,-,100,90,10,Y,1,,2026-08-06,,,
8102,NA,ABLA,6.3,6.2,H,8.2,-,0,T,1,S,OK,S,,-,100,100,-,N,3,,2026-08-06,,,
8103,NA,PIEN,25.6,26.1,H,43.4,-,0,T,5,D,A,S,10% red,-,100,90,-,Y,-,,2026-08-06,,,
8104,NA,ABLA,2.1,-,T,1.9,1.9,0,C,2,S,A,S,BW,-,100,90,-,Y,-,,2026-08-06,,,
8105,NA,PICO,21.5,21.2,H,40.5,-,0,T,4,C,A,S,,-,80,100,-,N,-,,2026-08-06,,,
8106,NA,ABLA,6.3,6.4,H,7.6,-,0,T,2,S,A,S,"10% red, BW",-,100,90,-,Y,-,,2026-08-06,,,
8107,NA,PIEN,2.5,-,T,3.4,3.4,0,C,2,S,A,S,BW,-,100,90,-,Y,1,,2026-08-06,,,
8108,NA,ABLA,3.1,-,T,4.1,3.6,0,C,2,S,A,L,BW,-,100,90,10,Y,-,curved trunk,2026-08-06,,degrees_leaning,"Degrees_Leaning has a circle drawn over the 0 of 10 - entered 10, confirm"
8109,NA,PIEN,6.1,6.1,H,7.9,-,0,T,3,S,A,S,BW,-,100,90,-,Y,-,,2026-08-06,,,
8110,NA,PIEN,15.0,15.5,H,18.3,-,0,T,4,I,A,S,BW,-,100,90,-,Y,-,,2026-08-06,,,
8111,NA,ABLA,17.1,17.2,H,25.4,-,0,T,5,C,A,S,Sap,-,100,90,-,N,-,,2026-08-06,,,
8112,NA,ABLA,3.9,-,T,5.0,5.4,0,C,2,S,A,S,BW,-,100,90,-,Y,1,,2026-08-06,,,
8113,NA,ABLA,6.2,6.3,H,9.5,-,0,T,2,I,A,S,BW,-,100,80,-,Y,-,,2026-08-06,,,
8114,NA,PIEN,4.0,-,T,6.1,5.4,0,C,2,S,A,L,BW,-,100,90,10,Y,-,bend at base,2026-08-06,,,
8115,NA,PIEN,18.6,18.1,H,23.7,-,0,T,4,C,A,S,BW,-,90,80,-,Y,-,,2026-08-06,,,
8116,NA,ABLA,3.7,-,T,4.6,5.0,0,C,1,S,A,S,BW,-,100,90,-,Y,1,,2026-08-06,,,
8117,NA,ABLA,1.8,-,T,1.7,1.8,0,C,1,S,A,S,BW,-,90,90,-,Y,-,secondary leader,2026-08-06,,,
8118,NA,ABLA,12.0,12.3,H,13.9,-,0,T,3,I,A,S,BW,-,100,90,-,Y,3,,2026-08-06,,,
8119,NA,ABLA,13.8,13.9,H,20.3,-,0,T,3,I,A,S,BW,-,100,90,-,Y,3,,2026-08-06,,,
8120,NA,PIEN,1.8,-,T,1.6,1.6,0,C,2,S,OK,S,,-,100,100,-,N,-,,2026-08-06,,,
8121,NA,PIEN,21.4,21.7,H,39.2,-,0,T,4,C,A,S,,-,100,100,-,N,2,,2026-08-06,,,
8122,NA,ABLA,2.6,-,T,2.5,2.4,0,C,2,S,A,S,sap,-,100,100,-,N,-,,2026-08-06,,,
8123,NA,ABLA,12.4,12.5,H,13.7,-,0,T,3,I,A,S,BW,-,100,90,-,Y,2,,2026-08-06,,,
8124,NA,PIEN,9.8,10.0,H,11.3,-,0,T,3,I,A,S,sap,-,90,100,-,N,-,,2026-08-06,,,
8125,NA,ABLA,11.6,11.9,H,10.8,-,0,T,3,I,A,S,BW,-,100,90,-,Y,-,,2026-08-06,,,
8126,NA,ABLA,9.2,9.7,H,14.2,-,0,T,3,I,A,S,BW sap,-,100,90,-,Y,0,heights in last survey were swapped - 2026 heights good.,2026-08-06,,,
8127,NA,ABLA,14.8,15.1,H,20.1,-,0,T,4,C,A,S,BW,-,100,90,-,Y,-,heights in last survey were swapped - 2026 heights good.,2026-08-06,,,
8128,NA,ABLA,13.3,12.9,H,17.5,-,0,T,4,I,A,S,,-,100,100,-,N,3,,2026-08-06,,,
8129,NA,ABLA,2.3,-,T,3.6,3.6,0,C,1,S,A,L,BW,2.2,80,90,10,Y,+,new secondary leader,2026-08-06,,wounded_trunk,Wounded_Trunk looks like a plus sign (+) - confirm
8130,NA,ABLA,13.7,13.9,H,16.3,-,0,T,3,I,A,S,BW,-,100,90,-,Y,3,,2026-08-06,,,
8131,NA,ABLA,3.3,-,T,5.5,5.2,0,C,1,S,A,S,10% red,-,100,90,-,Y,+,,2026-08-06,,wounded_trunk,Wounded_Trunk looks like a plus sign (+) - confirm
8132,NA,ABLA,5.0,-,T,7.9,-,0,T,1,S,A,L,10% red,-,100,90,10,Y,3,,2026-08-06,,,
8133,NA,ABLA,13.7,14.0,H,13.1,-,0,T,4,I,OK,S,,-,100,100,-,N,-,,2026-08-06,,,
8134,NA,ABLA,12.7,12.9,H,10.9,-,0,T,3,I,A,S,,-,100,100,-,N,-,,2026-08-06,,,
8135,NA,ABLA,5.5,-,T,4.5,4.3,0,C,1,S,A,L,BW,-,100,90,10,Y,-,,2026-08-06,,,
8136,NA,ABLA,5.5,-,T,6.3,-,0,T,1,S,A,L,BW,-,90,90,10,Y,-,,2026-08-06,,,
8137,NA,ABLA,3.0,-,T,2.8,3.2,0,C,1,S,OK,S,,-,100,100,-,N,-,,2026-08-06,,,
8138,NA,PIEN,6.8,7.0,H,13.2,-,0,T,3,I,A,S,,-,80,100,-,N,-,shares base with 8139,2026-08-06,,,
8139,NA,PIEN,14.6,14.7,H,20.4,-,0,T,4,I,A,S,BW,-,90,90,-,Y,3,shares base with 8138,2026-08-06,,,
8140,NA,ABLA,7.7,8.1,H,18.2,-,0,T,2,S,A,B,,5.1/5.5,30,70,-,Y,3,broken at top,2026-08-06,,,
8141,NA,ABLA,5.7,5.9,H,6.9,-,0,T,2,S,OK,S,,-,100,100,-,Y,-,,2026-08-06,,,
8142,NA,PIEN,21.3,21.7,H,41.2,-,0,T,4,C,A,S,,-,100,90,-,N,-,,2026-08-06,,,
8143,NA,ABLA,15.0,15.5,H,15.9,-,0,T,3,I,A,S,10% red,-0.1,90,90,-,Y,-,very top dead (0.1 m),2026-08-06,,living_length,Living_Length is negative (-0.1) - confirm; comment '(~0.1 m)' partly unclear
8144,NA,ABLA,4.7,-,T,4.7,5.0,0,T,3,S,A,S,10% yellow,4.4,90,80,-,Y,1,"curved trunk, top dead",2026-08-06,,,
8145,NA,PIEN,22.6,22.9,H,36.7,-,0,T,5,D,OK,S,,-,100,100,-,N,1,,2026-08-06,,,
8146,NA,ABLA,27.4,26.9,H,50.2,-,0,T,5,D,A,S,BW,-,100,90,-,Y,2,,2026-08-06,,,
8147,NA,ABLA,10.3,9.9,H,13.1,-,0,T,1,I,A,S,10% brown,-,100,90,+,Y,-,,2026-08-06,,degrees_leaning,Degrees_Leaning looks like a plus sign (+) - confirm
8148,NA,ABLA,16.3,16.4,H,23.8,-,0,T,3,I,A,S,,-,100,100,-,N,1,,2026-08-06,,,
8149,NA,ABLA,5.3,5.0,H,8.7,-,0,T,3,S,A,S,BW,-,100,90,-,Y,-,,2026-08-06,,,
8150,NA,ABLA,2.1,-,T,1.7,1.9,0,C,2,S,A,S,BW sap,-,100,90,-,Y,-,,2026-08-06,,,
8151,NA,ABLA,2.0,-,T,2.1,1.9,0,C,2,S,A,S,BW,-,100,100,-,Y,-,downslope of 8140,2026-08-06,,,
8152,NA,ABLA,2.1,-,T,1.9,2.0,0,C,1,S,A,S,10% red BW,-,100,80,-,Y,-,,2026-08-06,,,
8153,NA,ABLA,0,-,T,2.0,2.1,0,C,1,S,D,L,100% red,-,0,0,90,Y,-,"all leaves red, crushed",2026-08-06,,pct_leaves,% Leaves looks like 10 with a strike-through (entered 0); Leaf_Damage Y is crossed out - confirm both
8154,NA,ABLA,12.4,12.6,H,20.6,-,0,T,2,I,A,S,5% red,-,100,100,-,Y,1,,2026-08-06,,,
8155,NA,ABLA,2.2,-,T,1.8,1.9,0,C,1,S,A,L,10% red BW,-,100,80,45,Y,-,,2026-08-06,,,
8156,NA,PIEN,6.1,6.3,H,9.3,0,0,T,2,S,OK,S,,-,100,100,-,N,-,,2026-08-06,,dbh2,DBH_2 is a 0 on the sheet (expected a number or dash) - confirm
8157,NA,PIEN,1.8,-,T,1.6,1.7,0,C,2,S,A,S,BW,-,80,70,-,Y,-,,2026-08-06,,,
8158,NA,ABLA,2.4,-,T,3.1,3.0,0,C,1,S,A,S,BW,-,100,80,-,Y,-,curved,2026-08-06,,,
8159,NA,ABLA,8.7,9.0,H,10.5,-,0,T,2,S,OK,S,,-,100,100,-,N,-,,2026-08-06,,,
8160,NA,ABLA,10.9,11.2,H,17.2,-,0,T,3,I,A,S,BW,-0.1,90,90,-,Y,3,v. top dead,2026-08-06,,living_length,Living_Length is negative (-0.1) - confirm
8161,NA,PIEN,20.7,20.3,H,34.5,-,0,T,3,C,A,S,,-,80,90,-,N,-,,2026-08-06,,pct_crown,row written in light pencil (crown 80 / leaves 90 / N) - confirm
8162,NA,PIEN,4.8,-,T,6.7,6.5,0,C,2,S,A,S,,-,100,90,-,N,-,,2026-08-06,,,
8163,NA,PIEN,15.3,15.7,H,43.0,-,0,T,3,I,A,S/B,,-,50,100,-,N,0,top is alive,2026-08-06,,,
8164,NA,ABLA,6.3,-,T,8.2,-,0,T,2,I,A,S,"5% red, BW",-,90,90,-,Y,+,,2026-08-06,,wounded_trunk,Wounded_Trunk looks like a plus sign (+) - confirm
8165,NA,ABLA,2.8,-,T,2.3,2.4,0,C,1,S,A,S,"BW, sap",-,100,90,-,Y,-,,2026-08-06,,,
8166,NA,ABLA,2.5,-,T,2.2,2.2,0,C,1,S,A,S,"10% red, BW",-,80,80,-,Y,-,,2026-08-06,,,
8167,NA,ABLA,3.4,-,T,3.7,3.8,0,C,2,S,A,S,"V. sappy, BW",-,100,80,-,Y,1,,2026-08-06,,,
8168,NA,ABLA,3.6,-,T,3.5,3.3,0,C,2,S,A,L,100% red,1.0,0,80,30,Y,-,nothing green above DBH,2026-08-06,,,
8169,NA,ABLA,2.8,-,T,3.6,3.8,0,C,1,S,A,L,90% red v.sappy,1.6,90,70,30,Y,-,,2026-08-06,,,
8170,NA,ABLA,2.4,-,T,2.8,2.6,0,C,2,S,A,S,BW,-,100,100,-,N,-,,2026-08-06,,,
8171,NA,PIEN,2.3,-,T,3.1,3.0,0,C,2,S,A,S,BW,-,100,100,-,Y,-,,2026-08-06,,,
8172,NA,PIEN,3.7,-,T,4.3,4.2,0,C,1,S,A,S,BW,-,100,100,-,Y,-,,2026-08-06,,,
8173,NA,ABLA,6.4,-,T,8.9,-,0,T,2,I,A,S,BW,-,100,90,-,Y,1,,2026-08-06,,,
8174,NA,ABLA,1.5,-,T,1.3,1.2,0,C,1,S,A,S,"2% red, BW",-,80,80,-,Y,-,curvy many leaders,2026-08-06,,,
8175,NA,ABLA,13.7,13.8,H,18.2,-,0,T,3,I,A,S,,-,100,100,-,N,2,,2026-08-06,,,
8176,NA,ABLA,2.5,-,T,2.8,2.7,0,C,2,S,A,S,,-,100,100,-,N,-,,2026-08-06,,,
8177,NA,ABLA,3.7,-,T,5.0,4.5,0,C,2,S,A,S,BW,-,100,100,-,Y,-,,2026-08-06,,,
8178,NA,ABLA,5.3,5.7,H,6.3,5.8,0,C,1,S,A,S,10% red,-,100,90,-,Y,1,,2026-08-06,,,
8179,NA,ABLA,3.7,-,T,4.2,4.1,0,C,1,S,OK,S,,-,100,100,-,N,-,,2026-08-06,,,
8180,NA,ABLA,5.9,6.1,H,7.7,-,0,T,2,I,A,S,,-,90,90,-,N,0,,2026-08-06,,,
8181,NA,ABLA,7.8,8.1,H,9.9,-,0,T,2,I,A,S,BW,-,100,90,-,Y,0,,2026-08-06,,,
8182,NA,ABLA,1.9,-,T,2.4,2.4,0,C,1,S,A,S,BW,-,90,90,-,Y,1,,2026-08-06,,pct_crown,% Crown written as 1 90 (stray tick before the 90) - entered 90
8183,NA,PICO,,,,NA,,,,,,D,U,,,,,,,,,2026-08-06,Y,,
8184,NA,PIEN,21.2,21.4,H,30.5,-,0,T,4,C,A,L,"Sappy, cracked 10% yellow",20.2/20.4,60,70,10,Y,3,dead at top,2026-08-06,,,
8185,NA,PIEN,10.1,10.3,H,22.7,-,0,T,3,I,A,L/U,"BW, 3% red",-,80,80,65,Y,2,,2026-08-06,,,
8186,NA,PIEN,,,,NA,,,,,,D,S,,,,,,,,,2026-08-06,Y,,
8187,NA,ABLA,1.9,-,T,1.4,1.5,0,C,2,S,A,S,10% brown,-,90,90,-,Y,2,,2026-08-06,,,
8188,NA,ABLA,3.3,-,T,3.5,3.5,0,C,1,S,A,S,,-,100,100,-,N,-,,2026-08-06,,,
8189,NA,PICO,,,,NA,,,,,,D,B,,,,,,,,,2026-08-06,Y,,
8190,NA,ABLA,17.8,17.9,H,21.2,-,0,T,4,I,A,S,2% red,-,100,100,-,Y,2,,2026-08-06,,,
8191,NA,ABLA,18.1,18.2,H,22.8,-,0,T,4,I,A,S,,-,100,90,-,Y,2,,2026-08-06,,,
8192,NA,ABLA,3.3,-,T,4.1,4.2,0,C,1,S,A,S,1% brown,-,100,100,-,N,1,,2026-08-06,,deathdam_mode,DeathDam_Mode is very faint pencil - confirm
8193,NA,ABLA,2.3,-,T,2.9,3.0,0,C,1,S,A,S,10% brown,-,100,90,-,Y,-,,2026-08-06,,,
8194,NA,ABLA,2.1,-,T,1.9,1.9,0,C,1,S,A,S,10% brown,-,100,100,-,Y,1,,2026-08-06,,,
8195,NA,ABLA,3.8,-,T,4.8,5.4,0,C,2,S,OK,S,,-,100,100,-,N,-,,2026-08-06,,,
8196,NA,ABLA,2.5,-,T,2.9,3.1,0,C,2,S,OK,S,,-,100,100,-,N,-,,2026-08-06,,,
8197,NA,ABLA,1.9,-,T,1.7,1.7,0,C,1,S,OK,S,,-,100,100,-,N,-,,2026-08-06,,,
8198,NA,ABLA,2.4,-,T,2.8,2.8,0,C,2,S,A,S,5% red,-,100,100,-,Y,-,,2026-08-06,,,
8199,NA,ABLA,2.5,-,T,2.4,2.5,0,C,2,S,OK,S,,-,100,100,-,N,-,,2026-08-06,,,
8200,NA,PIEN,5.9,-,T,8.7,-,0,T,2,S,OK,S,,-,100,100,-,N,-,,2026-08-06,,,
8201,NA,ABLA,1.9,-,T,1.7,1.7,0,C,1,S,OK,S,,-,100,100,-,N,-,,2026-08-06,,,
8202,NA,ABLA,2.0,-,T,1.9,2.0,0,C,1,S,OK,S,,-,100,100,-,N,-,,2026-08-06,,,
8203,NA,ABLA,5.4,-,T,8.2,-,0,T,2,S,A,S,BW,-,100,100,-,Y,2,,2026-08-06,,,
8204,NA,ABLA,3.9,-,T,5.1,4.8,0,C,2,S,OK,S,,-,100,100,-,N,-,,2026-08-06,,,
8205,NA,ABLA,20.3,20.6,H,39.7,-,0,T,5,C,A,S,BW,-0.1,90,80,-,Y,2,top dead,2026-08-06,,living_length,Living_Length is negative (-0.1) - confirm
8206,NA,ABLA,1.9,-,T,2.0,2.1,0,C,1,S,A,L,,-,100,90,5,N,-,crown only on one side,2026-08-06,,,
8207,NA,ABLA,18.0,18.2,H,28.6,-,0,T,4,I,A,S,,-,100,90,-,N,1,,2026-08-06,,,
8208,NA,ABLA,3.8,-,T,6.0,5.8,0,C,3,S,A,S,BW,-,100,90,-,Y,-,,2026-08-06,,,
8209,NA,ABLA,1.7,-,T,1.4,1.4,0,C,3,S,A,S,5% red,-,90,80,-,Y,-,"curved at base (ref tree 7589); Geotag F, ref 7589, dist 1.9m, dir 242 deg",2026-08-05,,,
8210,NA,ABLA,1.6,-,T,1.3,1.4,0,C,1,S,A,S,5% red,-,90,90,-,Y,-,"next to 7902, zero illumination; Geotag F, ref 7903, dist .6m, dir 357 deg",2026-08-05,,comment,Geotag ref 7903 but comment says next to 7902 - confirm
8211,NA,ABLA,1.8,-,T,1.1,1.0,0,C,2,S,A,L,BW,-,100,100,10,Y,-,"next to 7905; Geotag F, ref 7903, dist 1.6m, dir 6 deg",2026-08-05,,comment,Geotag ref reads 7903/7905 - comment says next to 7905 - confirm
8212,NA,PIEN,1.5,-,T,1.0,1.1,0,C,3,S,OK,S,-,-,100,100,-,N,-,"next to 7572 downhill; Geotag F, ref 7572, dist 1.1m, dir 314 deg",2026-08-05,,,
8213,NA,PIEN,1.6,-,T,1.2,1.1,0,C,1,S,OK,S,-,-,100,100,-,N,-,"next to 7572; Geotag F, ref 7572, dist 0.35m, dir 245 deg",2026-08-05,,,
8214,NA,PIEN,1.5,-,T,1.1,1.2,0,C,1,S,OK,S,-,-,100,100,0,N,-,"next to 7555; Geotag F, ref 7554, dist 1.7m, dir 210 deg",2026-08-05,,comment,Geotag ref 7554 but comment says next to 7555 - confirm
8215,NA,ABLA,1.4,-,T,1.5,1.6,0,C,1,S,A,S,BW 10% red,-,40,60,0,Y,-,"right next to 7948; dead top, new leader; Geotag F, ref 7949, dist 1.2m, dir 135 deg",2026-08-05,,comment,Geotag ref 7949 but comment says next to 7948 - confirm
8216,NA,ABLA,1.6,-,T,1.1,1.1,0,C,2,S,OK,S,-,-,100,100,0,N,-,"right next to 8022; Geotag F, ref 7511, dist 2.0m, dir 218 deg",2026-08-05,,comment,Geotag ref 7511 but comment says next to 8022 - confirm
8217,NA,ABLA,1.6,-,T,1.1,1.1,0,C,1,S,A,S,-,-,100,90,0,Y,-,"2 leaders; Geotag F, ref 8049, dist 0.1m, dir 182 deg",2026-08-05,,,
8218,NA,PIEN,1.6,-,T,1.1,1.1,0,C,2,S,A,S,-,-,100,100,0,N,1,"down slope from 8067; Geotag F, ref 8063, dist 1.3m, dir 45 deg",2026-08-05,,comment,Geotag ref 8063 but comment says down slope from 8067 - confirm
8219,NA,PIEN,1.6,-,T,1.1,1.1,0,C,2,S,A,S,BW,-,90,90,0,Y,1,"down slope from 8122; Geotag F, ref 8121, dist 2.0m, dir 310 deg",2026-08-05,,comment,Geotag ref 8121 but comment says down slope from 8122 - confirm
8220,NA,ABLA,1.7,-,T,1.8,1.8,0,C,1,S,A,S,20% red BW,-,100,90,0,Y,1,"2 leaders, close to 8079; Geotag F, ref 8079, dist 0.2m, dir 300 deg",2026-08-05,,,
8221,NA,ABLA,1.6,-,T,1.1,1.2,0,C,1,S,OK,S,-,-,100,100,0,N,-,"upslope 8176, next to 8177; Geotag F, ref 8191, dist 1.4m, dir 340 deg",2026-08-05,,comment,Geotag ref 8191 but comment says upslope 8176 / next to 8177 - confirm
